"nature","sms"
0,"Hiya, probably coming home * weekend after next"
0,"What makes you most happy?"
0,"Probably a couple hours tops"
1,"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase"
0,"Well obviously not because all the people in my cool college life went home ;_;"
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
0,":-) :-)"
0,"What Today-sunday..sunday is holiday..so no work.."
0,"Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x"
0,"Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ..."
0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
0,"Hi good mornin.. Thanku wish u d same.."
0,"I will treasure every moment we spend together..."
0,"yeah, that's what I was thinking"
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
0,"I'm hungry buy smth home..."
0,"WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE"
0,"Machan you go to gym tomorrow,  i wil come late goodnight."
0,"Now i'm going for lunch."
0,"St andre, virgil's cream"
0,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
0,"Hope you are having a great day."
0,"Thats cool. I want to please you..."
0,"Lol yes. But it will add some spice to your day."
0,"I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)"
0,"O we cant see if we can join denis and mina? Or does denis want alone time"
